Symbol,Company Name,Sector,Industry
GLRP,Glen Rose Petroleum Corporation,Energy,"Oil, Gas & Consumable Fuels"
GLGLF,GLG LIFE TECH CORP,Consumer Staples,Food Products
GAHC,Global Arena Holding Inc,Industrials,Commercial Services & Supplies
GBT,Global Blood Therapeutics Inc,Health Care,Biotechnology
GBBT,Global Boatworks Holdings Inc,,
GLBRF,GLOBAL BRANDS GROUP HLDG LTD SHS,,
GLBR,Global Brokerage Inc,Financials,Capital Markets
GCPL,Global Capital Partners Inc,,
RSCZF,GLOBAL CARE CAP INC COM,Financials,Capital Markets
GCEH,"Global Clean Energy Holdings, Inc.",Consumer Staples,Food Products
GCEI,Global Clean Energy Inc,,
CO,Global Cord Blood Corp,Health Care,Health Care Providers & Services
GDSI,Global Digital Solutions Inc,Industrials,Aerospace & Defense
GDMK,Global Diversified Marketing Group Inc,,
ENT,Global Eagle Entertainment Inc,Communication Services,Entertainment
GLEC,Global Ecology Corp,Industrials,Commercial Services & Supplies
GBHL,"Global Entertainment Holdings, Inc.",Communication Services,Entertainment
GEECF,Global Environmental Energy Corp,Industrials,Commercial Services & Supplies
GFTX,Global Fiber Technologies Inc,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
GBGD,Global Gold Corp,Materials,Metals & Mining
GGRN,Global Green Solutions Inc.,Energy,"Oil, Gas & Consumable Fuels"
GBCS,Global Healthcare REIT Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
GHHH,Global House Holdings Ltd,,
GBLI,Global Indemnity Ltd,Financials,Insurance
GLCO,Global Links Corporation,Real Estate,Real Estate Management & Development
GMRE,Global Medical REIT Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
GNL,Global Net Lease Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
BAKPF,GLOBAL OIL & GAS LTD SHS,,
GLP,Global Partners LP,Energy,"Oil, Gas & Consumable Fuels"
GPTX,"Global Payment Technologies, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals"
GPN,Global Payments Inc,Information Technology,IT Services
GBPOF,GLOBAL PETROLEUM LTD SHS,,
GPHG,Global Pharm Holdings Group Inc,Health Care,Health Care Providers & Services
GBLP,Global Pharmatech Inc.,Consumer Staples,Personal Products
GPGC,Global Pole Trusion Group Corp,Industrials,Electrical Equipment
GLBB,Global Quest Ltd,,
GBEN,Global Resource Energy Inc,,
GSFD,"Global Seafood Technologies, Inc.",,
GLBD,Global Seed Corp,,
SELF,Global Self Storage Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
GSL,Global Ship Lease Inc,Industrials,Marine
DHKCF,GLOBAL STRATEGIC GROUP LIMITED SHS NEW,,
GTII,Global Tech Industries Group Inc,Industrials,Commercial Services & Supplies
GTLL,"Global Technologies, Ltd.",,
GVHIB,Global Vision Holdings Inc,Consumer Staples,Food Products
GWRS,Global Water Resources Inc,Utilities,Water Utilities
GWTR,Global Water Technologies Inc.,Utilities,Water Utilities
GWHP,Global Wholehealth Partners Corp,,
GSB,"GlobalSCAPE, Inc.",Information Technology,Software
GSAT,"Globalstar, Inc.",Communication Services,Diversified Telecommunication Services
GLOB,Globant SA,Information Technology,Software
GL,Globe Life Inc,Financials,Insurance
GNTW,Globe Net Wireless Corp,,
GBIM,GlobeImmune Inc,,
GLBS,Globus Maritime Ltd,Industrials,Marine
GMED,Globus Medical Inc,Health Care,Health Care Equipment & Supplies
GLRI,Glori Energy Inc,Energy,Energy Equipment & Services
GLYYF,GLORY LTD SHS,,
GSMG,Glory Star New Media Group Holdings Ltd,,
GWIN,Glorywin Entertainment Group Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure"
GLUU,Glu Mobile Inc.,Communication Services,Entertainment
GLUC,Glucose Health Inc,,
GLYC,GlycoMimetics Inc,Health Care,Biotechnology
GLYE,GlyEco Inc,Materials,Chemicals
ALLY-A,GMAC Capital Trust I,,
GMEV,GME Innotainment Inc,Communication Services,Entertainment
GMS,GMS Inc,Industrials,Trading Companies & Distributors
GMVMF,GMV MINERALS INC,Materials,Metals & Mining
GNC,GNC Holdings Inc,Consumer Discretionary,Specialty Retail
GNCP,GNCC Capital Inc,,
GOGR,Go Green Global Technologies Corp,,
GSLO,"Go Solar USA, Inc.",,
GMNFF,GOBIMIN INC,Financials,Capital Markets
GDDY,Godaddy Inc,Information Technology,IT Services
EHMEF,GOEASY LTD,Financials,Consumer Finance
GOFF,Goff Corp,,
GOGO,Gogo Inc,Communication Services,Wireless Telecommunication Services
GLGDF,GOGOLD RESOURCES INC,Materials,Metals & Mining
GOL,Gol Linhas Aereas Inteligentes SA (ADR),Industrials,Airlines
GLNG,Golar LNG Limited (USA),Energy,"Oil, Gas & Consumable Fuels"
GMLP,Golar LNG Partners LP,Energy,"Oil, Gas & Consumable Fuels"
GGSM,Gold and GemStone Mining Inc,Materials,Metals & Mining
GLDN,Gold Dynamics Corp.,,
GFI,Gold Fields Limited (ADR),Materials,Metals & Mining
GFIOF,GOLD FIELDS LTD ORD,,
GLLK,Gold Lakes Corp,Materials,Metals & Mining
GDRZF,Gold Reserve Inc.,Materials,Metals & Mining
GORO,Gold Resource Corporation,Materials,Metals & Mining
GRPS,Gold River Productions Inc.,,
ELKMF,GOLD ROAD RESOURCES LTD SHS,,
SGRWF,GOLD RUSH CARIBOO CORP,Materials,Metals & Mining
GSV,GOLD STANDARD VENTURES CORP,Materials,Metals & Mining
GLBKF,GOLDBANK MINING CORP,Materials,Metals & Mining
GCFFF,GOLDCLIFF RESOURCE CORP,Materials,Metals & Mining
CDCTF,GOLDCREST CO LTD TOKYO SHS,,
GARWF,GOLDEN ARROW RESOURCES CORP,Materials,Metals & Mining
DNJR,Golden Bull Ltd,Financials,Consumer Finance
GCCFF,GOLDEN CARIBOO RESOURCES LTD,Materials,Metals & Mining
GDMRF,GOLDEN DAWN MINERALS INC,Materials,Metals & Mining
GDEN,Golden Entertainment Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure"
GNGT,Golden Gate Partners Inc,Real Estate,Real Estate Management & Development
GGTHF,Golden Goliath Resources Ltd (USA),Materials,Metals & Mining
GGROU,Golden Growers Coop,Consumer Staples,Food Products
GLHRF,GOLDEN HARP RES INC COM NEW,,
GMGI,Golden Matrix Group Inc,,
AUMN,Golden Minerals Co,Materials,Metals & Mining
GOGL,Golden Ocean Group Ltd,Industrials,Marine
GPTC,"Golden Patriot, Corp.",Energy,"Oil, Gas & Consumable Fuels"
GPXM,"Golden Phoenix Minerals, Inc.",Materials,Metals & Mining
NTGSF,GOLDEN PREDATOR MINING CORP,Materials,Metals & Mining
FPVTD,GOLDEN PURSUIT RESOURCES LTD,Materials,Metals & Mining
GSPT,Golden Star Enterprises Ltd,Industrials,Aerospace & Defense
GLNS,Golden Star Resource Corp.,,
GSS,Golden Star Resources Ltd. (USA),Materials,Metals & Mining
GTAGF,GOLDEN TAG RESOURCES LTD,Materials,Metals & Mining
GTNM,Golden Time Network Marketing Ltd,,
GVDI,Golden Valley Development Inc,,
GLVMF,GOLDEN VALLEY MINES LTD,Materials,Metals & Mining
GDXRF,GOLDEX RESOURCES CORP,Materials,Metals & Mining
GV,Goldfield Corp,Industrials,Construction & Engineering
MSOVF,GOLDHILLS HLDG LTD COM,Materials,Metals & Mining
GLLHF,GOLDLION HOLDINGS LTD SHS,,
GSBD,Goldman Sachs BDC Inc,Financials,Capital Markets
JBK,Goldman Sachs Capital I Securities-Backed Series 2,,
GS,Goldman Sachs Group Inc,Financials,Capital Markets
GER,Goldman Sachs MLP and Energy Renassnc Fd,,
GMZ,Goldman Sachs MLP Income Opportun Fund,,
NCMBF,GOLDON RESOURCES LTD,Materials,Metals & Mining
GRMC,Goldrich Mining Co,Materials,Metals & Mining
GSDC,GoldSands Development Co,Materials,Metals & Mining
GXSFF,GOLDSOURCE MINES INC,Materials,Metals & Mining
APRAF,GOLDSTRIKE RESOURCES LTD,Materials,Metals & Mining
GFMH,Goliath Film and Media Holdings,Communication Services,Entertainment
GBDC,Golub Capital BDC Inc,Financials,Capital Markets
GMELF,GOME RETAIL HOLDINGS LIMITED SHS,,
GMER,Good Gaming Inc,Communication Services,Interactive Media & Services
GHMP,Good Hemp Inc,Consumer Staples,Beverages
GTIM,Good Times Restaurants Inc.,Consumer Discretionary,"Hotels, Restaurants & Leisure"
GBBYF,GOODBABY INTERNATL HOLDING LTD SHS,,
GWOX,Goodheart-Willcox Company Inc,,
GDP,Goodrich Petroleum Corp,Energy,"Oil, Gas & Consumable Fuels"
GT,Goodyear Tire & Rubber Co,Consumer Discretionary,Auto Components
GOOI,Gooi Global Inc,,
GSHD,Goosehead Insurance Inc,Financials,Insurance
GOPG,Go-Page Corp,,
GPRO,GoPro Inc,Consumer Discretionary,Household Durables
GPAQ,Gordon Pointe Acquisition Corp,,
GMHIU,Gores Metropoulos Inc,,
GRC,Gorman-Rupp Co,Industrials,Machinery
GOSS,Gossamer Bio Inc,Health Care,Biotechnology
GSSRF,GOSSAN RESOURCES LTD,Materials,Metals & Mining
GOVB,"Gouverneur Bancorp, Inc.",Financials,Thrifts & Mortgage Finance
GWSAF,GOWEST GOLD LTD,Materials,Metals & Mining
GOXS,Goxus Inc,,
GPX,GP Strategies Corp,Industrials,Professional Services
GPMTF,GPM METALS INC,Materials,Metals & Mining
GPTGF,GPT GROUP STAPLED SEC,,
GGG,Graco Inc.,Industrials,Machinery
GRAF,Graf Industrial Corp,,
EAF,GrafTech International Ltd,Industrials,Electrical Equipment
GROUF,GRAFTON GROUP PLC UNIT EX 000000,,
GHM,Graham Corporation,Industrials,Machinery
GHC,Graham Holdings Co,Consumer Discretionary,Diversified Consumer Services
GTE,Gran Tierra Energy Inc,Energy,"Oil, Gas & Consumable Fuels"
GRAM,Grana y Montero SAA (ADR),Industrials,Construction & Engineering
LOPE,Grand Canyon Education Inc,Consumer Discretionary,Diversified Consumer Services
SGBH,Grand China Energy Group Ltd,,
GHAV,Grand Havana Inc,,
GPIW,Grand Perfecta Inc,,
GNRV,Grand River Commerce Inc,Financials,Banks
GRRB,GrandSouth Bancorporation,Financials,Banks
GWON,Grandwon Corp,,
GRRLF,GRANGE RESOURCES LTD SHS,,
GRRP,Granite Broadcasting Corporation,,
GCFB,Granite City Food & Brewery Ltd,Consumer Discretionary,"Hotels, Restaurants & Leisure"
GVA,Granite Construction Inc.,Industrials,Construction & Engineering
GFGY,Granite Falls Energy LLC,Energy,"Oil, Gas & Consumable Fuels"
GPMT,Granite Point Mortgage Trust Inc,Financials,Mortgage Real Estate Investment Trusts (REITs)
GPFT,Grapefruit USA Inc,Health Care,Pharmaceuticals
GSTX,Graphene & Solar Technologies Ltd,Materials,Metals & Mining
GRPEF,Graphene Nanochem PLC,,
GPK,Graphic Packaging Holding Company,Materials,Containers & Packaging
GRTD,Gratitude Health Inc,Consumer Staples,Food Products
GRVY,"Gravity Co., LTD. (ADR)",Communication Services,Entertainment
GTN.A,GRAY TELEVISION INC,Communication Services,Media
GTN,"Gray Television, Inc.",Communication Services,Media
GBTC,Grayscale Bitcoin Trust (Btc),,
GYST,Graystone Company Inc,Materials,Metals & Mining
AJX,Great Ajax Corp,Financials,Mortgage Real Estate Investment Trusts (REITs)
GTPS,Great American Bancorp Inc,Financials,Thrifts & Mortgage Finance
GAFL,Great American Financial Corp.,,
GEHDF,GREAT EASTERN HLDGS LTD SHS,,
GECC,Great Elm Capital Corp,Financials,Capital Markets
GEC,Great Elm Capital Group Inc,Financials,Capital Markets
GLUX,"Great Lakes Aviation, Ltd.",Industrials,Airlines
GLDD,Great Lakes Dredge & Dock Corporation,Industrials,Construction & Engineering
GPL,Great Panther Mining Ltd,Materials,Metals & Mining
GPEAF,GREAT PORTLAND ESTATES PLC SHS NEW PAR,,
GQMLF,GREAT QUEST FERTILIZER LTD,Materials,Metals & Mining
GSBC,"Great Southern Bancorp, Inc.",Financials,Banks
ADTC,Great Tahou Holdings Ltd,,
MLBVF,GREAT THUNDER GOLD CORP,Materials,Metals & Mining
EKONF,GREAT WALL BELT RD HLDGS LTD COM SHS,,
GWB,Great Western Bancorp Inc,Financials,Banks
JAWM,Great White Marine & Rec.,,
GRVWF,GREATVIEW ASEPTIC PACK COLTD SHS,,
GREZF,GREE INC TOKYO SHS,,
GHIL,Green and Hill Industries Inc,,
GACR,Green Automotive Co,Consumer Discretionary,Specialty Retail
GBLL,Green Ballast Inc,Industrials,Electrical Equipment
GRBK,Green Brick Partners Inc,Consumer Discretionary,Household Durables
GRCU,Green Cures & Botanical Distribution Inc,Consumer Staples,Personal Products
GDOT,Green Dot Corporation,Financials,Consumer Finance
GRYG,Green Energy Group Inc,,
GELV,"Green Energy Live, Inc.",Energy,"Oil, Gas & Consumable Fuels"
GETH,Green EnviroTech Holdings Corp,,
GGII,Green Globe International Inc,Industrials,Professional Services
GRYN,Green Hygienics Holdings Inc,Health Care,Pharmaceuticals
GRLF,Green Leaf Innovations Inc,,
GRNO,Green Oasis Environmental Inc,Industrials,Commercial Services & Supplies
GNPT,Green Parts International Inc,,
GPRE,Green Plains Inc,Energy,"Oil, Gas & Consumable Fuels"
GPP,Green Plains Partners LP,Energy,"Oil, Gas & Consumable Fuels"
GPLB,Green Planet Bio Engineering Co Ltd,,
GNPG,Green Planet Group Inc,,
GPDB,Green Polkadot Box Inc,Consumer Staples,Food & Staples Retailing
GSFI,Green Stream Holdings Inc,Industrials,Electrical Equipment
JAGR,Green Street Capital Corp,Financials,Capital Markets
GTSO,Green Technology Solutions Inc,Industrials,Commercial Services & Supplies
GVBT,Green Vision Biotechnology Corp,,
GRNBF,GREENBANK CAPITAL INC,Financials,Capital Markets
GRCO,Greenbelt Resources Corp,,
GRBX,Greenbox Pos,,
GBX,Greenbrier Companies Inc,Industrials,Machinery
GRSFF,GREENCASTLE RESOURCES LTD,Energy,"Oil, Gas & Consumable Fuels"
GCLL,Greencell Inc,,
GCHK,Greenchek Technology Inc,Consumer Discretionary,Auto Components
GNCGF,GREENCORE GROUP PLC ORD,,
GCBC,Greene County Bancorp,Financials,Thrifts & Mortgage Finance
GEEPF,GREENFIELDS PETROLEUM CORP,Energy,"Oil, Gas & Consumable Fuels"
GRNH,Greengro Technologies Inc,,
OMNRF,GREENHEART GROUP LTD SHS,,
GHL,"Greenhill & Co., Inc.",Financials,Capital Markets
GRSU,Greenhouse Solutions Inc,Consumer Staples,Personal Products
GKIT,Greenkraft Inc,Industrials,Machinery
GTEC,Greenland Technologies Holding Corp,Industrials,Machinery
GNLN,Greenlane Holdings Inc,Consumer Discretionary,Distributors
GLRE,"Greenlight Capital Re, Ltd.",Financials,Insurance
GRNL,Greenlite Ventures Inc,,
GRPX,GreenPlex Services Inc,Industrials,Professional Services
GRNQ,Greenpro Capital Corp,Financials,Capital Markets
GNRSU,Greenrose Acquisition Corp,,
GERS,Greenshift Corp,Energy,"Oil, Gas & Consumable Fuels"
GSKY,GreenSky Inc,Information Technology,IT Services
GREN,GreenSmart Corporation,,
GTWCF,GREENTOWN CHINA HLDGS LTD SHS,,
GHG,GreenTree Hospitality Group Ltd - ADR,Consumer Discretionary,"Hotels, Restaurants & Leisure"
GVLMF,GREENVALE ENERGY LTD SHS,,
GVFF,Greenville Federal Financial Corporation,,
GRNV,Greenvision Acquisition Corp.,,
GWTI,Greenway Technologies Inc,Energy,Energy Equipment & Services
NEWG,Greenwind Holdings Inc,,
ELRN,Greenwood Hall Inc,Consumer Discretionary,Diversified Consumer Services
GGGSF,GREGGS PLC SHS,,
GEF.B,GREIF INC  -CL A,Materials,Containers & Packaging
GEF,"Greif, Inc.",Materials,Containers & Packaging
GRCK,Grey Cloak Tech Inc,,
GSTN,"Greystone Digital Technology, Inc.",,
GLGI,Greystone Logistics Inc,Materials,Chemicals
GDYN,Grid Dynamics Holdings Inc,,
GMVP,Gridiron Bionutrients Inc,,
GSUM,Gridsum Holding Inc - ADR,Information Technology,Software
GRGSF,GRIEG SEAFOOD SHS,,
GRIF,Griffin Industrial Realty Inc,Real Estate,Real Estate Management & Development
GFF,Griffon Corporation,Industrials,Building Products
GRIN,Grindrod Shipping Holdings Ltd,Industrials,Marine
GRTS,Gritstone Oncology Inc,Health Care,Biotechnology
GRZZU,Grizzly Energy LLC,,
GRNF,GRN Holding Corp,Materials,Metals & Mining
GO,Grocery Outlet Holding Corp,Consumer Staples,Food & Staples Retailing
GROG,GroGenesis Inc,Materials,Chemicals
GRMM,Grom Social Enterprises Inc,Communication Services,Entertainment
GRVE,Groove Botanicals Inc,Consumer Staples,Personal Products
GRDSF,GROUNDSTAR RESOURCES LTD,Energy,"Oil, Gas & Consumable Fuels"
GPI,"Group 1 Automotive, Inc.",Consumer Discretionary,Specialty Retail
GRPTF,GROUPE EUROTUNNEL GET SHS PROV REGRO,,
GRPN,Groupon Inc,Consumer Discretionary,Internet & Direct Marketing Retail
GRWC,Grow Capital Inc,Real Estate,Real Estate Management & Development
GRSO,Grow Solutions Holdings Inc,Consumer Discretionary,Specialty Retail
GRWG,GrowGeneration Corp,Consumer Discretionary,Specialty Retail
PHOT,Growlife Inc,Industrials,Machinery
GRUB,GrubHub Inc,Consumer Discretionary,Internet & Direct Marketing Retail
GPAGF,GRUMA SAB DE CV GRUMA SHS B,,
GRPAF,GRUPO AEROMEXICO SAB DE CV SHS,,
PAC,Grupo Aeroportr dl Pcfco SAB de CV (ADR),Industrials,Transportation Infrastructure
OMAB,Grupo Aeroportuario del Centro Nort(ADR),Industrials,Transportation Infrastructure
GAERF,GRUPO AEROPORTUARIO DEL CENTRO SHS B,,
ASRMF,GRUPO AEROPORTUARIO DEL SUREST SER B SHS,,
ASR,Grupo Aeroportuario dl Srst SAB CV (ADR),Industrials,Transportation Infrastructure
GPAEF,GRUPO AEROPORTUNARIO DEL PACIF SHS B,,
GPOVF,GRUPO CARSO S A DE C V ORD,,
GGAL,Grupo Financiero Galicia S.A. (ADR),Financials,Banks
GPFOF,GRUPO FINANCIERO INBURSA S A D ORD SER O,,
GUZOF,GRUPO HERDEZ SA DE CV SHS,,
GMXDF,GRUPO MEXICANO DE DESARROLLOSA SHS,,
GMBXF,Grupo Mexico SAB de CV (USA),,
GPSDF,GRUPO POCHTECA SAB DE CV SHS B,,
GUOHF,GRUPO RADIO CENTRO S.A. SHS A,,
SIM,Grupo Simec SAB de CV (ADR),Materials,Metals & Mining
SUPV,Grupo Supervielle SA -ADR,Financials,Banks
TV,Grupo Televisa SAB (ADR),Communication Services,Media
GTMAY,Grupo TMM SAB (ADR),Energy,"Oil, Gas & Consumable Fuels"
GYPHQ,Gryphon Gold Corp,Materials,Metals & Mining
GRYO,"Gryphon Resources, Inc.",,
GYUAF,GS YUASA CORP TOKYO SHS,,
GVP,"GSE Systems, Inc.",Information Technology,Software
GSGG,GSG Group Inc,,
GSIT,"GSI Technology, Inc.",Information Technology,Semiconductors & Semiconductor Equipment
GSRX,GSRX Industries Inc,Consumer Staples,Food & Staples Retailing
GSVI,GSV Inc,Energy,"Oil, Gas & Consumable Fuels"
GSX,GSX Techedu Inc (ADR),Consumer Discretionary,Diversified Consumer Services
GTAT,GT Advanced Technologies Inc,,
GTBP,GT Biopharma Inc,Health Care,Biotechnology
SCGX,GTEK Industries Inc,Financials,Capital Markets
GTT,GTT Communications Inc,Information Technology,IT Services
GTXO,GTX Corp,Consumer Discretionary,Household Durables
GTYH,GTY Technology Holdings Inc,Information Technology,Software
GGDVF,GUANGDONG INVESTMENT LTD SHS,,
GSH,Guangshen Railway Co. Ltd (ADR),Industrials,Road & Rail
GNGYF,GUANGSHEN RY LTD ORD CL H,,
GNZUF,GUANGZHOU AUTOMOBILE GROUP CO. SHS H,,
GZUHF,GUANGZHOU R&F PROP CO LTD SHS H,,
GGBL,Guar Global Ltd,Energy,Energy Equipment & Services
GNTY,"Guaranty Bancshares, Inc.",Financials,Banks
GFED,"Guaranty Federal Bancshares, Inc.",Financials,Thrifts & Mortgage Finance
GFCJ,Guaranty Financial Corporation,Financials,Banks
GUARL,Guaranty Trust Bank Plc (ADR),,
GH,Guardant Health Inc,Health Care,Health Care Providers & Services
GCAAF,GUARDIAN CAP GRP LTD  -CL A,Financials,Capital Markets
GHSI,Guardion Health Sciences Inc,Consumer Staples,Personal Products
GES,"Guess?, Inc.",Consumer Discretionary,Specialty Retail
GPM,Guggenheim Enhanced Equity Income Fund,,
GOF,Guggenheim Strategic Opportunities Fund,,
GBAB,Guggenheim Taxabl Mncpl Mngd Drtn Trst,,
GTHP,Guided Therapeutics Inc,Health Care,Health Care Equipment & Supplies
GWRE,Guidewire Software Inc,Information Technology,Software
GULTU,Gulf Coast Ultra Deep Royalty Trust,Energy,"Oil, Gas & Consumable Fuels"
QATAF,GULF INVT FD PLC SHS,,
GIFI,"Gulf Island Fabrication, Inc.",Energy,Energy Equipment & Services
GURE,"Gulf Resources, Inc.",Materials,Chemicals
GWSN,Gulf West Security Network Inc,,
GPOR,Gulfport Energy Corporation,Energy,"Oil, Gas & Consumable Fuels"
GSPE,GulfSlope Energy Inc,Energy,"Oil, Gas & Consumable Fuels"
ASWRF,Gungnir Resources Inc,Materials,Metals & Mining
CJIMF,GUNPOINT EXPLORATION LTD,Materials,Metals & Mining
GZCC,Guozi Zhongyu Capital Holdings Co,,
SLLFF,GUSBOURNE PLC SHS,,
GMVHF,GVC HLDGS PLC SHS,,
GVCXF,GVIC COMMUNICATIONS CORP,Communication Services,Media
GVMUF,GVIC COMMUNICATIONS CORP NEW VTG COM SHS B,Communication Services,Media
GWPH,GW Pharmaceuticals PLC- ADR,Health Care,Pharmaceuticals
GWGH,GWG Holdings Inc,Financials,Diversified Financial Services
GXGXU,GX Acquisition Corp,,
GYRO,Gyrodyne LLC,Real Estate,Real Estate Management & Development
GZIC,GZ6G Technologies Corp,,
HRB,H & R Block Inc,Consumer Discretionary,Diversified Consumer Services
HEES,"H&E Equipment Services, Inc.",Industrials,Trading Companies & Distributors
HERC,H.E.R.C. Products Incorporated,,
HCCC,H/Cell Energy Corp,,
HTRE,H3 Enterprises Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure"
HABC,Habersham Bancorp,,
HAE,Haemonetics Corporation,Health Care,Health Care Equipment & Supplies
HAGN,Haha Generation Corp,,
HLG,Hailiang Education Group Inc (ADR),Consumer Discretionary,Diversified Consumer Services
HAIN,Hain Celestial Group Inc,Consumer Staples,Food Products
HALFF,HAL TRUST SHS,,
HLFDF,HALFORDS GROUP PLC SHS,,
HAON,Halitron Inc,,
HNRG,Hallador Energy Co,Energy,"Oil, Gas & Consumable Fuels"
HAL,Halliburton Company,Energy,Energy Equipment & Services
HALL,"Hallmark Financial Services, Inc.",Financials,Insurance
HALN,Halo Companies Inc,Financials,Capital Markets
HALO,"Halozyme Therapeutics, Inc.",Health Care,Biotechnology
HHULF,HAMBURGER HAFEN UND LOGISTIK NAMENS AKT,,
HABK,Hamilton Bancorp Inc.,,
HBB,Hamilton Beach Brands Holding Co,Consumer Discretionary,Household Durables
HLNE,Hamilton Lane Inc,Financials,Capital Markets
HTLZF,HAMILTON THORNE LTD,Health Care,Health Care Equipment & Supplies
HMMR,Hammer Fiber Optics Holdings Corp,Communication Services,Diversified Telecommunication Services
HMSNF,HAMMERSON PLC ORD,,
HMDPF,HAMMOND POWER SOLUTIONS INC,Industrials,Electrical Equipment
HJLI,Hancock Jaffe Laboratories Inc,Health Care,Health Care Equipment & Supplies
HWC,Hancock Whitney Corp,Financials,Banks
HNDI,Handeni Gold Inc,Materials,Metals & Mining
HBI,Hanesbrands Inc.,Consumer Discretionary,"Textiles, Apparel & Luxury Goods"
HSNGF,HANG SENG BK LTD ORD,,
HNGR,Hanger Inc,Health Care,Health Care Providers & Services
HYUHF,HANKYU HOLDINGS INC SHS,,
HAFC,Hanmi Financial Corp,Financials,Banks
HASI,Hannon Armstrong Sustnbl Infrstr Cap Inc,Real Estate,Equity Real Estate Investment Trusts (REITs)
HVRRF,HANNOVER RUECK SE ORD,,
HNFSB,HANOVER FOODS CORP/PA,,
HNFSA,Hanover Foods Corporation,,
THG,Hanover Insurance Group Inc,Financials,Insurance
HNRDF,HANSARD GLOBAL PLC DOUGLAS SHS,,
HNWEF,HANWEI ENERGY SERVICES CORP,Energy,Energy Equipment & Services
HAPP,Happiness Biotech Group Ltd,Consumer Staples,Personal Products
HPYCF,HAPPY CREEK MINERALS LTD,Materials,Metals & Mining
HPTN,Happy Town Holdings Inc,Consumer Staples,Personal Products
HRBR,Harbor Diversified Inc,Health Care,Biotechnology
HONE,HarborOne Bancorp Inc,Financials,Banks
HBTC,Harbourton Capital Group Inc.,,
HDIUF,HARDWOODS DISTRIBUTION INC,Industrials,Trading Companies & Distributors
HGRVF,HARGREAVES SERVICES PLC DURHAM SHS,,
HOG,Harley-Davidson Inc,Consumer Discretionary,Automobiles
HARL,Harleysville Financial Corp,Financials,Thrifts & Mortgage Finance
HLIT,Harmonic Inc,Information Technology,Communications Equipment
HGMCF,HARMONY GOLD MINING CO LTD SHS,,
HMY,Harmony Gold Mining Co. (ADR),Materials,Metals & Mining
HARP,Harpoon Therapeutics Inc,Health Care,Biotechnology
HVCW,Harrison Vickers and Waterman Inc,Consumer Discretionary,"Hotels, Restaurants & Leisure"
HROW,Harrow Health Inc,Health Care,Pharmaceuticals
HSC,Harsco Corp,Industrials,Commercial Services & Supplies
HRTFF,HARTE GOLD CORP,Materials,Metals & Mining
HHS,Harte Hanks Inc,Communication Services,Media
HIG,Hartford Financial Services Group Inc,Financials,Insurance
HQDA,Hartford Retirement Network Corp,Consumer Discretionary,"Hotels, Restaurants & Leisure"
HBIO,"Harvard Bioscience, Inc.",Health Care,Life Sciences Tools & Services
HCAP,Harvest Capital Credit Corp,Financials,Capital Markets
HCBP,Harvest Community Bank,Financials,Banks
HVGDF,HARVEST GOLD CORP,Materials,Metals & Mining
HAS,"Hasbro, Inc.",Consumer Discretionary,Leisure Products
HAUP,"Hauppauge Digital, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals"
HVT.A,HAVERTY FURNITURE,Consumer Discretionary,Specialty Retail
HVT,"Haverty Furniture Companies, Inc.",Consumer Discretionary,Specialty Retail
HAWEL,Hawaiian Electric Co Inc,,
HE,"Hawaiian Electric Industries, Inc.",Utilities,Electric Utilities
HA,"Hawaiian Holdings, Inc.",Industrials,Airlines
NNUTU,Hawaiian Macadamia Nut Orchards LP,Consumer Staples,Food Products
HWSY,Hawk Systems Inc,Information Technology,Software
HWKDF,HAWKEYE GOLD & DIAMOND INC,Materials,Metals & Mining
HWKE,Hawkeye Systems Inc,,
HWKN,"Hawkins, Inc.",Materials,Chemicals
HWBK,"Hawthorn Bancshares, Inc.",Financials,Banks
HYAC,Haymaker Acquisition II Corp,,
HAYN,"Haynes International, Inc.",Materials,Metals & Mining
HAYPF,HAYS PLC SHS,,
FUL,HB Fuller Co,Materials,Chemicals
HBPE,HBP Energy Corp,,
HBT,HBT Financial Inc,Financials,Banks
HCINF,HC INTERNATIONAL INC SHS,,
HCHC,HC2 Holdings Inc,Industrials,Construction & Engineering
HCA,HCA Healthcare Inc,Health Care,Health Care Providers & Services
HCI,HCI Group Inc,Financials,Insurance
HCYT,H-Cyte Inc,Health Care,Health Care Equipment & Supplies
HDS,HD Supply Holdings Inc,Industrials,Trading Companies & Distributors
HDVW,HD View 360 Inc,,
HDB,HDFC Bank Limited (ADR),Financials,Banks
HHR,HeadHunter Group PLC,Industrials,Professional Services
HDUP,Headsup Entertainment International Inc,Communication Services,Entertainment
CDDRF,HEADWATER EXPLORATION INC,Energy,"Oil, Gas & Consumable Fuels"
BTSDF,HEALTH & HAPPINESS INT HLD LTD SHS,,
HADV,Health Advance Inc,,
HCAT,Health Catalyst Inc,Health Care,Health Care Technology
